"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"16650",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,6,1,1,"OVEN","M","S",1,1,1
"16651",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,7,1,3,"OVEN","M","S",1,1,1
"16652",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,9,2,4,"BLBW","M","S",1,0,0
"16653",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,10,2,4,"OVEN","M","S",1,0,1
"16654",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,11,2,4,"OVEN","M","S",1,0,1
"16655",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,12,2,4,"REVI","M","S",1,0,0
"16656",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,13,2,4,"BTBW","M","S",1,0,0
"16657",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,14,2,5,"BTNW","M","S",1,0,0
"16658",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,16,3,7,"BTNW","M","S",1,0,1
"16660",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,19,3,7,"BTBW","M","S",1,0,0
"16661",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,20,3,7,"BLBW","M","S",1,0,0
"16662",775,175,3,"7/2/2015","7:13:00 AM","DJW",2,3,21,3,7,"BTNW","M","S",1,1,1
"16663",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,1,1,1,"REVI","M","S",1,1,1
"16664",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,2,1,1,"OVEN","M","S",1,1,0
"16665",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,3,1,1,"BTBW","M","S",1,1,1
"16666",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,4,1,1,"BTBW","M","S",1,1,1
"16669",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,7,2,3,"REVI","M","S",1,0,1
"16671",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,9,2,3,"OVEN","M","S",1,0,0
"16672",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,10,2,4,"BTBW","M","S",1,0,1
"16673",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,11,2,4,"BTBW","M","S",1,0,1
"16674",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,12,2,6,"REVI","M","S",1,1,1
"16675",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,13,3,6,"BTBW","M","S",1,0,1
"16676",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,14,3,6,"BTBW","M","S",1,0,1
"16677",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,15,3,7,"OVEN","M","S",1,0,0
"16678",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,16,3,7,"BTBW","M","S",1,0,1
"16679",770,191,3,"7/2/2015","8:16:00 AM","AJS",2,3,17,3,9,"REVI","M","S",1,0,0
"16680",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,2,1,1,"BTBW","M","S",1,1,0
"16682",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,4,1,1,"BLBW","M","S",1,1,0
"16683",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,6,2,4,"BTBW","M","S",1,0,0
"16685",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,8,2,4,"BLBW","M","S",1,0,0
"16686",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,9,2,6,"BTNW","M","S",1,1,0
"16687",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,10,3,7,"BTBW","M","S",1,0,0
"16689",775,174,3,"7/2/2015","7:28:00 AM","DJW",2,2,12,3,7,"BLBW","M","S",1,0,0
"16692",760,249,3,"7/2/2015","8:45:00 AM","CH",2,4,4,1,1,"BTNW","M","S",1,1,0
"16693",760,249,3,"7/2/2015","8:45:00 AM","CH",2,4,8,2,4,"BTNW","M","S",1,0,0
"16694",760,249,3,"7/2/2015","8:45:00 AM","CH",2,4,17,3,7,"BTNW","M","S",1,0,0
"16696",765,226,3,"7/2/2015","7:43:00 AM","JDW",2,2,5,1,3,"OVEN","M","S",1,1,0
"16697",765,226,3,"7/2/2015","7:43:00 AM","JDW",2,2,7,2,5,"OVEN","M","S",1,0,0
"16700",765,226,3,"7/2/2015","7:43:00 AM","JDW",2,2,14,3,8,"OVEN","M","S",1,0,0
"16701",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,2,1,1,"BTBW","M","S",1,1,0
"16702",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,3,1,1,"OVEN","M","S",1,1,0
"16705",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,6,2,4,"BLBW","M","S",1,1,0
"16706",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,8,3,8,"REVI","M","S",1,0,0
"16707",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,9,3,8,"BTBW","M","S",1,0,0
"16708",775,173,3,"7/2/2015","7:46:00 AM","DJW",2,2,11,3,10,"BTNW","M","S",1,0,0
"16709",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,1,1,1,"BTNW","M","S",1,1,1
"16711",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,3,1,1,"BTNW","M","S",1,1,1
"16712",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,4,1,1,"OVEN","M","S",1,1,0
"16713",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,5,2,3,"BTNW","M","S",1,0,1
"16714",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,6,2,4,"BTBW","M","S",1,0,0
"16717",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,9,3,7,"BTNW","M","S",1,0,1
"16718",770,192,3,"7/2/2015","8:33:00 AM","AJS",2,4,10,3,7,"BTBW","M","S",1,0,0
"16719",760,250,3,"7/2/2015","8:26:00 AM","CH",2,3,5,1,3,"BTNW","M","S",1,1,0
"16720",760,250,3,"7/2/2015","8:26:00 AM","CH",2,3,9,2,5,"BTNW","M","S",1,0,0
"16721",760,250,3,"7/2/2015","8:26:00 AM","CH",2,3,15,3,8,"BTNW","M","S",1,0,0
"16722",775,172,3,"7/2/2015","8:02:00 AM","DJW",2,2,1,1,1,"BTNW","M","S",1,1,0
"16723",775,172,3,"7/2/2015","8:02:00 AM","DJW",2,2,2,2,4,"OVEN","M","S",1,1,0
"16724",775,172,3,"7/2/2015","8:02:00 AM","DJW",2,2,3,2,7,"REVI","M","S",1,1,0
"16725",775,172,3,"7/2/2015","8:02:00 AM","DJW",2,2,4,3,8,"OVEN","M","S",1,0,0
"16726",765,227,3,"7/2/2015","7:56:00 AM","JDW",2,2,1,1,1,"BTNW","M","S",1,1,0
"16729",765,227,3,"7/2/2015","7:56:00 AM","JDW",2,2,10,2,5,"BTNW","M","S",1,0,0
"16730",765,227,3,"7/2/2015","7:56:00 AM","JDW",2,2,13,3,8,"BTNW","M","S",1,0,1
"16732",775,171,3,"7/2/2015","8:18:00 AM","DJW",2,2,1,2,6,"BTBW","M","S",1,1,0
"16733",775,171,3,"7/2/2015","8:18:00 AM","DJW",2,2,2,3,9,"BTBW","M","S",1,0,0
"16734",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,3,1,1,"OVEN","M","S",1,1,0
"16735",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,4,1,1,"BTBW","M","S",1,1,0
"16736",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,5,1,1,"BTNW","M","S",1,1,0
"16737",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,6,2,3,"BTNW","M","S",1,0,0
"16738",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,8,2,4,"BTBW","M","S",1,0,0
"16739",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,9,2,5,"REVI","M","S",1,1,0
"16740",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,10,2,6,"OVEN","M","S",1,0,0
"16741",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,11,3,6,"REVI","M","S",1,0,1
"16742",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,12,3,6,"BTNW","M","S",1,0,1
"16745",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,15,3,7,"OVEN","M","S",1,0,1
"16746",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,16,3,8,"BTBW","M","S",1,0,0
"16747",770,193,3,"7/2/2015","8:49:00 AM","AJS",1,4,18,3,9,"OVEN","M","S",1,1,1
"16748",775,152,3,"7/2/2015","8:32:00 AM","DJW",2,3,1,1,1,"OVEN","M","S",1,1,0
"16749",775,152,3,"7/2/2015","8:32:00 AM","DJW",2,3,2,1,2,"REVI","M","S",1,1,0
"16751",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,1,1,1,"BTNW","M","S",1,1,0
"16752",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,2,1,1,"REVI","M","S",1,1,1
"16754",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,10,2,6,"BTNW","M","S",1,0,0
"16755",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,11,2,6,"REVI","M","S",1,0,1
"16757",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,14,3,8,"BTNW","M","S",1,0,0
"16759",765,228,3,"7/2/2015","8:13:00 AM","JDW",2,2,17,3,9,"REVI","M","S",1,0,1
"16760",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,1,1,1,"REVI","M","S",1,1,0
"16761",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,2,1,1,"OVEN","M","S",1,1,0
"16762",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,4,1,1,"BTBW","M","S",1,1,0
"16763",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,5,1,2,"BTNW","M","S",1,1,0
"16764",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,6,1,3,"BLBW","M","S",1,1,0
"16765",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,7,2,4,"BLBW","M","S",1,0,0
"16766",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,8,2,4,"REVI","M","S",1,0,0
"16767",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,10,2,5,"BTBW","M","S",1,0,0
"16768",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,11,3,7,"BTBW","M","S",1,0,0
"16769",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,12,3,7,"REVI","M","S",1,0,0
"16770",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,14,3,7,"BLBW","M","S",1,0,0
"16771",775,153,3,"7/2/2015","8:48:00 AM","DJW",1,3,16,3,9,"OVEN","M","S",1,0,0
"16772",760,251,3,"7/2/2015","8:09:00 AM","CH",2,3,6,1,2,"BTNW","M","S",1,1,0
"16773",760,251,3,"7/2/2015","8:09:00 AM","CH",2,3,8,2,4,"BTNW","M","S",1,0,0
"16774",760,251,3,"7/2/2015","8:09:00 AM","CH",2,3,17,3,7,"BTNW","M","S",1,0,0
"16775",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,1,1,1,"BTNW","M","S",1,1,0
"16776",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,3,1,1,"REVI","M","S",1,1,0
"16777",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,4,1,3,"BTNW","M","S",1,1,0
"16778",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,5,2,3,"REVI","M","S",1,0,0
"16779",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,8,2,4,"BTNW","M","S",1,0,1
"16781",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,10,2,6,"BTBW","M","S",1,0,0
"16782",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,11,3,6,"BTNW","M","S",1,0,1
"16784",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,13,3,7,"BTBW","M","S",1,0,0
"16785",770,194,3,"7/2/2015","9:06:00 AM","AJS",2,4,14,3,7,"REVI","M","S",1,0,0
"16786",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,1,1,1,"BTNW","M","S",1,1,0
"16787",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,2,1,2,"BTBW","M","S",1,1,0
"16788",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,3,2,5,"BTNW","M","S",1,0,0
"16789",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,5,2,6,"BTNW","M","S",1,0,0
"16790",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,7,3,8,"BTBW","M","S",1,0,0
"16791",765,229,3,"7/2/2015","8:27:00 AM","JDW",2,1,8,3,8,"BTNW","M","S",1,0,0
"16792",775,154,3,"7/2/2015","9:03:00 AM","DJW",1,2,1,1,1,"BTBW","M","S",1,1,0
"16793",775,154,3,"7/2/2015","9:03:00 AM","DJW",1,2,6,2,5,"BTBW","M","S",1,0,0
"16796",775,154,3,"7/2/2015","9:03:00 AM","DJW",1,2,13,3,9,"BTBW","M","S",1,0,0
"16797",765,230,3,"7/2/2015","8:47:00 AM","JDW",2,2,2,1,1,"BTNW","M","S",1,1,1
"16803",765,230,3,"7/2/2015","8:47:00 AM","JDW",2,2,12,2,6,"BTNW","M","S",1,0,0
"16806",765,230,3,"7/2/2015","8:47:00 AM","JDW",2,2,18,3,8,"BTNW","M","S",1,0,0
"16807",765,230,3,"7/2/2015","8:47:00 AM","JDW",2,2,19,3,8,"BLBW","M","S",1,0,0
"16809",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,1,1,1,"BTNW","M","S",1,1,0
"16810",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,2,1,1,"BTBW","M","S",1,1,0
"16811",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,5,1,2,"REVI","M","S",1,1,0
"16812",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,7,2,3,"REVI","M","S",1,1,0
"16813",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,9,2,4,"BTBW","M","S",1,0,0
"16814",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,10,2,4,"BTNW","M","S",1,0,0
"16815",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,13,3,6,"BTNW","M","S",1,0,0
"16816",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,15,3,7,"BTBW","M","S",1,0,0
"16817",770,195,3,"7/2/2015","9:21:00 AM","AJS",2,4,17,3,8,"REVI","M","S",1,0,0
"16818",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,3,1,1,"BTBW","M","S",1,1,0
"16819",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,4,1,1,"BTNW","M","S",1,1,0
"16820",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,5,2,4,"BTBW","M","S",1,0,1
"16821",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,8,2,6,"BTBW","M","S",1,1,1
"16822",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,9,3,7,"BTBW","M","S",1,0,1
"16823",760,253,3,"7/2/2015","7:31:00 AM","CH",2,1,11,3,9,"BTBW","M","S",1,0,1
"16824",765,231,3,"7/2/2015","9:03:00 AM","JDW",2,2,1,2,5,"BTBW","M","S",1,1,0
"16825",765,231,3,"7/2/2015","9:03:00 AM","JDW",2,2,2,3,7,"BTBW","M","S",1,0,0
"16828",760,254,3,"7/2/2015","7:14:00 AM","CH",2,3,4,1,1,"BTNW","M","S",1,1,1
"16830",760,254,3,"7/2/2015","7:14:00 AM","CH",2,3,9,2,4,"BTNW","M","C",1,0,0
"16835",760,254,3,"7/2/2015","7:14:00 AM","CH",2,3,17,3,7,"BTNW","M","S",1,0,0
"16837",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,1,1,1,"BTBW","M","S",1,1,0
"16838",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,3,1,1,"REVI","M","S",1,1,1
"16839",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,4,1,1,"OVEN","M","S",1,1,0
"16840",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,5,1,2,"REVI","M","S",1,1,1
"16841",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,6,2,3,"OVEN","M","S",1,0,0
"16842",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,7,2,3,"REVI","M","S",1,0,1
"16844",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,9,2,4,"BTBW","M","S",1,0,0
"16845",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,11,3,6,"REVI","M","S",1,0,1
"16847",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,13,3,7,"BTBW","M","S",1,0,0
"16849",770,196,3,"7/2/2015","9:43:00 AM","AJS",2,3,15,3,8,"OVEN","M","S",1,0,1
"16851",760,256,3,"7/2/2015","6:35:00 AM","CH",2,3,1,1,2,"BTBW","M","S",1,1,0
"16852",760,256,3,"7/2/2015","6:35:00 AM","CH",2,3,4,2,5,"BTBW","M","S",1,0,0
"16853",760,256,3,"7/2/2015","6:35:00 AM","CH",2,3,5,3,7,"BTBW","M","S",1,0,0
"16854",760,257,3,"7/2/2015","6:21:00 AM","CH",2,2,7,2,7,"BTBW","M","S",1,1,0
"16856",760,258,3,"7/2/2015","6:02:00 AM","CH",2,2,1,1,1,"BTNW","M","S",1,1,0
"16857",760,259,3,"7/2/2015","5:47:00 AM","CH",2,2,3,1,1,"BLBW","M","S",1,1,0
"16868",760,260,3,"7/3/2015","9:34:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,0
"16869",760,260,3,"7/3/2015","9:34:00 AM","CH",0,0,3,2,5,"BTNW","M","S",1,0,1
"16870",760,260,3,"7/3/2015","9:34:00 AM","CH",0,0,4,2,5,"BTNW","M","S",1,1,1
"16873",760,261,3,"7/3/2015","9:19:00 AM","CH",0,2,5,1,2,"BTBW","M","S",1,1,0
"16876",760,261,3,"7/3/2015","9:19:00 AM","CH",0,2,9,2,6,"OVEN","M","S",1,1,1
"16881",760,261,3,"7/3/2015","9:19:00 AM","CH",0,2,14,3,10,"OVEN","M","S",1,0,0
"16882",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,1,1,1,"REVI","M","S",1,1,1
"16883",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,2,1,1,"OVEN","M","S",1,1,1
"16884",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,3,1,1,"OVEN","M","S",1,1,1
"16888",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,8,2,4,"REVI","M","S",1,0,0
"16889",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,9,2,4,"OVEN","M","S",1,0,1
"16891",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,12,2,6,"OVEN","M","S",1,0,1
"16892",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,13,3,7,"REVI","M","S",1,0,0
"16893",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,14,3,7,"OVEN","M","S",1,0,1
"16895",760,262,3,"7/3/2015","9:02:00 AM","CH",0,1,16,3,9,"OVEN","M","S",1,0,1
"16896",765,244,3,"7/3/2015","5:46:00 AM","JDW",0,1,3,1,1,"BTNW","M","S",1,1,0
"16897",765,244,3,"7/3/2015","5:46:00 AM","JDW",0,1,13,3,9,"BTNW","M","S",1,0,0
"16898",760,263,3,"7/3/2015","8:48:00 AM","CH",0,0,1,1,1,"OVEN","M","S",1,1,0
"16900",760,263,3,"7/3/2015","8:48:00 AM","CH",0,0,4,2,4,"OVEN","M","S",1,0,0
"16903",760,263,3,"7/3/2015","8:48:00 AM","CH",0,0,8,3,9,"OVEN","M","S",1,0,0
"16904",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,1
"16905",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,2,1,1,"BTNW","M","S",1,1,1
"16909",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,8,1,1,"BTBW","M","S",1,1,0
"16910",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,10,2,4,"BTBW","M","S",1,0,1
"16912",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,13,2,4,"BTNW","M","S",1,0,1
"16913",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,14,2,4,"BTNW","M","S",1,0,1
"16916",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,17,2,5,"BTBW","M","S",1,1,1
"16917",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,21,3,7,"BTNW","M","S",1,0,1
"16919",760,264,3,"7/3/2015","8:29:00 AM","CH",0,0,23,3,7,"BTNW","M","S",1,0,1
"16923",765,243,3,"7/3/2015","6:05:00 AM","JDW",0,0,4,1,1,"BTBW","M","S",1,1,0
"16924",765,243,3,"7/3/2015","6:05:00 AM","JDW",0,0,6,2,4,"BTBW","M","S",1,0,0
"16926",765,243,3,"7/3/2015","6:05:00 AM","JDW",0,0,8,2,5,"BTNW","M","S",1,1,1
"16927",765,243,3,"7/3/2015","6:05:00 AM","JDW",0,0,11,3,7,"BTNW","M","S",1,0,1
"16929",765,243,3,"7/3/2015","6:05:00 AM","JDW",0,0,14,3,8,"BTBW","M","S",1,0,0
"16930",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,2,1,1,"BTBW","M","S",1,1,0
"16931",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,3,1,2,"BLBW","M","S",1,1,1
"16933",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,6,1,3,"BLBW","M","S",1,1,1
"16934",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,8,2,5,"BLBW","M","S",1,0,0
"16935",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,9,2,5,"BLBW","M","S",1,0,0
"16936",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,10,2,5,"BTBW","M","S",1,0,0
"16938",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,12,3,8,"BLBW","M","S",1,0,1
"16939",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,13,3,8,"BLBW","M","S",1,0,1
"16940",765,242,3,"7/3/2015","6:21:00 AM","JDW",0,0,16,3,9,"BTBW","M","S",1,0,0
"16942",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,1,1,1,"OVEN","M","S",1,1,1
"16943",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,2,1,1,"BTBW","M","S",1,1,1
"16944",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,3,1,1,"BTBW","M","S",1,1,1
"16948",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,8,1,3,"BTNW","M","S",1,1,0
"16949",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,9,2,4,"BTBW","M","S",1,0,1
"16950",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,10,2,4,"BTBW","M","S",1,0,1
"16951",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,12,2,4,"OVEN","M","S",1,0,1
"16959",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,23,3,8,"OVEN","M","S",1,0,0
"16960",760,265,3,"7/3/2015","8:14:00 AM","CH",0,1,24,3,9,"BTNW","M","S",1,0,1
"16961",765,241,3,"7/3/2015","6:39:00 AM","JDW",0,0,1,1,1,"BTNW","M","S",1,1,0
"16962",765,241,3,"7/3/2015","6:39:00 AM","JDW",0,0,8,2,5,"BTNW","M","S",1,0,0
"16963",765,241,3,"7/3/2015","6:39:00 AM","JDW",0,0,10,3,7,"BTNW","M","S",1,0,1
"16964",765,241,3,"7/3/2015","6:39:00 AM","JDW",0,0,13,3,8,"BTNW","M","S",1,1,1
"16966",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,2,1,1,"BTBW","M","S",1,1,0
"16967",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,3,1,1,"REVI","M","S",1,1,0
"16969",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,5,1,1,"BTNW","M","S",1,1,0
"16970",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,6,1,2,"OVEN","M","S",1,1,0
"16971",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,8,2,4,"BTNW","M","S",1,0,1
"16972",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,9,2,4,"BTBW","M","S",1,0,0
"16975",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,13,2,5,"REVI","M","S",1,0,0
"16976",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,18,3,7,"BTBW","M","S",1,0,0
"16977",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,20,3,8,"REVI","M","S",1,0,0
"16978",760,266,3,"7/3/2015","7:55:00 AM","CH",0,0,21,3,8,"BTNW","M","S",1,0,1
"16981",765,240,3,"7/3/2015","6:52:00 AM","JDW",0,1,6,1,3,"BLBW","M","S",1,1,0
"16982",765,240,3,"7/3/2015","6:52:00 AM","JDW",0,1,11,2,6,"BLBW","M","S",1,0,0
"16985",765,240,3,"7/3/2015","6:52:00 AM","JDW",0,1,17,3,9,"BLBW","M","S",1,0,0
"16986",760,267,3,"7/3/2015","7:39:00 AM","CH",0,0,1,1,1,"BTNW","M","S",1,1,0
"16987",760,267,3,"7/3/2015","7:39:00 AM","CH",0,0,2,1,1,"BTNW","M","S",1,1,0
"16988",760,267,3,"7/3/2015","7:39:00 AM","CH",0,0,4,2,4,"OVEN","M","S",1,1,0
"16989",760,267,3,"7/3/2015","7:39:00 AM","CH",0,0,5,3,8,"OVEN","M","S",1,0,0
"16990",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,1,1,1,"BTNW","M","S",1,1,0
"16993",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,4,2,4,"OVEN","M","S",1,1,0
"16994",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,5,2,5,"BTNW","M","S",1,0,0
"16995",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,7,2,7,"BTBW","M","S",1,1,0
"16996",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,8,3,7,"BTBW","M","S",1,0,0
"16998",760,268,3,"7/3/2015","7:24:00 AM","CH",1,1,10,3,7,"OVEN","M","S",1,0,0
"17001",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,4,1,1,"BTNW","M","S",1,1,1
"17002",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,6,1,2,"BLBW","M","S",1,1,0
"17003",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,12,2,5,"BTNW","M","S",1,0,1
"17005",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,14,2,6,"BLBW","M","S",1,0,0
"17006",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,16,3,8,"BLBW","M","S",1,0,0
"17008",765,239,3,"7/3/2015","7:10:00 AM","JDW",0,1,19,3,9,"BTNW","M","S",1,0,1
"17010",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,2,1,1,"BTNW","M","S",1,1,0
"17011",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,3,1,1,"OVEN","M","S",1,1,1
"17012",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,4,1,2,"BTBW","M","S",1,1,0
"17013",760,269,3,"7/3/2015","7:07:00 AM","CH",1,1,5,1,4,"OVEN","M","S",1,1,1
